ticker,time,timestamp,price,open,high,low,close,volume,vwap,Nasdaq_price,Nasdaq_volume
AAPL,2017-09-25T10:30:00,1506349800,150.69,150.91,150.99,150.39,150.63,612245,150.74056,143.23035,601191
AAPL,2017-09-25T10:25:00,1506349500,150.89,150.914,151.08,150.7,150.93,603362,150.90663,143.445,381037
AAPL,2017-09-25T10:20:00,1506349200,151.135,151.35,151.41,150.86,150.91,623117,151.09921,143.61,196204
AAPL,2017-09-25T10:15:00,1506348900,151.45,151.4693,151.62,151.28,151.36,579926,151.48113,143.675,374009
AAPL,2017-09-25T10:10:00,1506348600,151.635,151.72,151.83,151.44,151.48,660656,151.70097,143.73245,823608
AAPL,2017-09-25T10:05:00,1506348300,151.39,151.01,151.77,151.01,151.7312,876017,151.46392,143.52499999999998,544436
AAPL,2017-09-25T10:00:00,1506348000,150.89999999999998,151.14,151.2,150.6,151.01,649495,150.876,143.3195,659955
AAPL,2017-09-25T09:55:00,1506347700,151.04500000000002,151.21,151.23,150.86,151.14,658869,151.0682,143.415,332666
AAPL,2017-09-25T09:50:00,1506347400,150.885,150.58,151.25,150.52,151.185,1237329,150.97174,143.39,528375
AAPL,2017-09-25T09:45:00,1506347100,150.505,150.6611,150.78,150.23,150.57,1186685,150.55964,143.35000000000002,548706
AAPL,2017-09-25T09:40:00,1506346800,150.465,150.28,150.78,150.15,150.67,1541335,150.47609,143.39,557528
AAPL,2017-09-25T09:35:00,1506346500,149.95,149.84,150.4,149.5,150.28,1712213,149.93039,143.37,995497
AAPL,2017-09-25T09:30:00,1506346200,149.62,149.98,150.08,149.16,149.7905,3566009,149.7991,143.64,820590
AAPL,2017-09-25T09:25:00,1506345900,149.99,150.05,150.08,149.9,149.98,99293,149.97951,143.735,62423
AAPL,2017-09-25T09:20:00,1506345600,149.94,149.78,150.11,149.77,150.07,82270,149.90819,143.675,13430
AAPL,2017-09-25T09:15:00,1506345300,149.77499999999998,149.84,149.85,149.7,149.72,36221,149.76331,143.67000000000002,4200
AAPL,2017-09-25T09:10:00,1506345000,149.77499999999998,149.82,149.85,149.7,149.84,33033,149.79156,143.68,13992
AAPL,2017-09-25T09:05:00,1506344700,149.845,149.9,149.95,149.74,149.81,39149,149.81752,143.63,18057
AAPL,2017-09-25T09:00:00,1506344400,149.93,149.97,150.0,149.86,149.86,66806,149.92059,143.665,71606
AAPL,2017-09-25T08:55:00,1506344100,149.985,149.99,150.0,149.97,149.97,25485,149.99888,143.745,6408
AAPL,2017-09-25T08:50:00,1506343800,149.985,150.06,150.06,149.91,149.96,31818,149.96016,143.785,36070
AAPL,2017-09-25T08:45:00,1506343500,150.06,150.11,150.14,149.98,150.06,23204,150.06462,143.785,5081
AAPL,2017-09-25T08:40:00,1506343200,150.16000000000003,150.19,150.24,150.08,150.15,13656,150.14131,143.82,37575
AAPL,2017-09-25T08:35:00,1506342900,150.125,149.99,150.26,149.99,150.19,22171,150.18388,143.89499999999998,9695
AAPL,2017-09-25T08:30:00,1506342600,150.01,149.96,150.11,149.91,150.0,19772,149.97721,143.96,43130
AAPL,2017-09-25T08:25:00,1506342300,149.98000000000002,149.97,150.05,149.91,149.99,25791,149.98811,144.03,11098
AAPL,2017-09-25T08:20:00,1506342000,150.03,150.08,150.1,149.96,149.96,71316,150.01706,144.07,5000
AAPL,2017-09-25T08:15:00,1506341700,150.16500000000002,150.28,150.28,150.05,150.1,29594,150.14481,144.06,1430
AAPL,2017-09-25T08:10:00,1506341400,150.33499999999998,150.33,150.47,150.2,150.3,18465,150.28567,144.075,1500
AAPL,2017-09-25T08:05:00,1506341100,150.475,150.38,150.6,150.35,150.35,11920,150.44269,144.08499999999998,10300
AAPL,2017-09-25T08:00:00,1506340800,151.27499999999998,150.51,152.2,150.35,150.37,15168,150.62521,144.09,14885
AAPL,2017-09-25T07:55:00,1506340500,150.57999999999998,150.63,150.64,150.52,150.57,3787,150.58842,144.14,5537
AAPL,2017-09-25T07:50:00,1506340200,150.64,150.65,150.65,150.63,150.63,1210,150.64091,144.17000000000002,6507
